Base_Position	Entropy
0	0.0007131030429367617
1	0.0007131030429367617
2	0.0007131030429367617
3	0.0007131030429367617
4	0.0007131030429367617
5	0.0007131030429367617
6	0.0007131030429367617
7	0.0007131030429367617
8	0.0007131030429367617
9	0.0007131030429367617
10	0.0007131030429367617
11	0.0007131030429367617
12	0.0007131030429367617
13	0.0007131030429367617
14	0.0007131030429367617
15	0.0007131030429367617
16	0.0007131030429367617
17	0.0007131030429367617
18	0.0007131030429367617
19	0.0007131030429367617
20	0.0007131030429367617
21	0.0007131030429367617
22	0.0007131030429367617
23	0.0007131030429367617
24	0.0007131030429367617
25	0.0007131030429367617
26	0.006798218763726302
27	0.11758197096287476
28	0.1881482717073979
29	0.16527629628000529
30	0.01932884081332664
31	0.006846806365164958
32	0.009722403720385018
33	0.008324851799615103
34	0.005642999101674381
35	0.01206159073007917
36	0.0076980460440633615
37	0.06738869851840724
38	0.010128728143247792
39	0.011381773593903799
40	0.03442845076538736
41	0.03338545216008473
42	0.05660299810609835
43	0.13036405497622586
44	0.15046797414752106
45	0.007104756616851076
46	0.022347536940775684
47	0.13346107962057163
48	0.01032362707120274
49	0.07591992421461527
50	0.005486400217241602
51	0.10664682759053153
52	0.019494600517487425
53	0.0038941155636845735
54	0.006290676087179225
55	0.005163247876493325
56	0.004450395603529044
57	0.0032948765194166993
58	0.010526379390979114
59	0.004822183756438754
60	0.005486400217241603
61	0.009758169463860236
62	0.01654385909068138
63	0.021304583627164402
64	0.052150344656543064
65	0.13133887655118673
66	0.05792141111118831
67	0.01192045675394117
68	0.19679102072614932
69	0.2593332793328146
70	0.21442054098138286
71	0.22641861621025597
72	0.14852223882234114
73	0.10295248529539344
74	0.1946029136646407
75	0.23810584175842237
76	0.21332409534275157
77	0.203956007785147
78	0.18360171986758345
79	0.19468936283791824
80	0.2121223746091741
81	0.21524778286755697
82	0.21936824640301728
83	0.1959419157312918
84	0.21548155953337111
85	0.20427263803618848
86	0.221047915515296
87	0.21998922910162053
88	0.20028850471362997
89	0.15500601985811008
90	0.17105534636435318
91	0.17186966763842887
92	0.1756335058941082
93	0.14240859849088894
94	0.17507674291466635
95	0.1893541565264163
96	0.20484971975345
97	0.2426211981895794
98	0.23287251656564026
99	0.22461161909948782
100	0.007974009725538396
101	0.06462073039950765
102	0.12760010090032048
103	0.015840532875190296
104	0.007695667576408819
105	0.008444216596657362
106	0.018136291263455534
107	0.20220353296771248
108	0.0033377873638312868
109	0.012470915772975936
110	0.014563806295433286
111	0.0034514754038494776
112	0.012065441948493636
113	0.006290676087179225
114	0.004930195039432877
115	0.03983825767071011
116	0.0025819228331473033
117	0.02818817502378855
118	0.0044225292523400305
119	0.014894340868269629
120	0.13939881331685766
121	0.13278376725639227
122	0.070689251336322
123	0.20139956067043688
124	0.03221492998248535
125	0.1395042437456108
126	0.12119779747614966
127	0.19720480996870898
128	0.06226258098175371
129	0.0038941155636845744
130	0.162693928597579
131	0.11624622041876712
132	0.006364187853903183
133	0.12198580123517268
134	0.045829604632134216
135	0.013005877221633863
136	0.16034865679626092
137	0.26984938256109037
138	0.23463516461828135
139	0.2753397863726463
140	0.24122234817937468
141	0.1767657148419446
142	0.2488863001081169
143	0.2521259500465513
144	0.2303559792215583
145	0.024016838927988438
146	0.005241085719741805
147	0.057987900232437876
148	0.0038233383680809723
149	0.07765832705784362
150	0.0020255199008786485
151	0.1130185010019409
152	0.06327154482165731
153	0.2354182513569623
154	0.2411123091493708
155	0.22718745364572898
156	0.19394688960855844
157	0.1657043596841678
158	0.009816384799680961
159	0.0044225292523400305
160	0.0021392079408968385
161	0.009123587696596987
162	0.16955579234434223
163	0.21043092645483316
164	0.2170875148697537
165	0.23717748735476643
166	0.22982165657832396
167	0.14671149602975117
168	0.1272787205010865
169	0.009785463155982253
170	0.0033377873638312868
171	0.0018689210164458702
172	0.029560758415593833
173	0.032085041028568996
174	0.008375293061776664
175	0.05111795190433385
176	0.10557787448376287
177	0.1755079316063807
178	0.02340894549702324
179	0.004930195039432877
180	0.07571635150807857
181	0.2773431249754843
182	0.26777220027640697
183	0.2823607630085287
184	0.2539997391643395
185	0.22508939142375747
186	0.2408464904890317
187	0.2356137207253248
188	0.2196253043060547
189	0.1507294534623027
190	0.12415421828732957
191	0.2034010867489827
192	0.24624417222828762
193	0.20119958453445697
194	0.0987934933887171
195	0.052946530958254336
196	0.03825492329472218
197	0.20391808218418303
198	0.2395956157902773
199	0.2315168988799249
200	0.21249427285651729
201	0.20750834007729788
202	0.16515307575551225
203	0.1756215648704331
204	0.20510171180350156
205	0.24501305178797408
206	0.2229879419100263
207	0.22915574642825937
208	0.18642610795223793
209	0.1355746150508191
210	0.1744505049226041
211	0.19050659216928845
212	0.13577219639780327
213	0.15246209321623733
214	0.1894274971282143
215	0.1623782981178952
216	0.1698939432442988
217	0.26683944026909834
218	0.15030512668721455
219	0.10984400440346835
220	0.19662105008799874
221	0.18395687754888318
222	0.2556315742382006
223	0.22902281820561193
224	0.2639183459427274
225	0.15022236768169106
226	0.018328270928408004
227	0.020877201660994438
228	0.10239552686068049
229	0.08108084552422849
230	0.16116768952194396
231	0.11546756370220555
232	0.09447401921821731
233	0.1431166187082605
234	0.16945407232982276
235	0.12123737356113579
236	0.1867509612435095
237	0.0700818430542002
238	0.13683260429504607
239	0.1504347398592229
240	0.22678975003812438
241	0.18864912625997643
242	0.0029052247979234726
243	0.004050714448117352
244	0.09566236015716464
245	0.0018689210164458702
246	0.008976356548365717
247	0.10567982817599363
248	0.015702054052911942
249	0.1150578600374314
250	0.0025819228331473033
251	0.030354777528899465
252	0.05914359247413768
253	0.0020255199008786485
254	0.11932461432053808
255	0.08384069461662066
256	0.0807161714561649
257	0.13881192826590982
258	0.01016229046617104
259	0.013013386065936855
260	0.008880316277112991
261	0.032220976425037
